ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price,Contextual keywords,Item address
181,ER522,ROSY RED FLOWER EARRINGS,https://poeticajewels.com/rosy-red-flower-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER522/645A7779-750x1000.jpg,ROSY RED FLOWER EARRINGS,,Earrings,10450 INR,,,
182,ER523,ROYAL RED DROP EARRINGS,https://poeticajewels.com/royal-red-drop-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER523/645A7792-750x1000.jpg,ROYAL RED DROP EARRINGS,,Earrings,7450 INR,,,
164,NP308,SEVEN LAYERED CHOKER WITH INTRICATE FLORAL MOTIF,https://poeticajewels.com/seven-layered-choker-with-intricate-floral-motif,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Necklaces/NP308/645A4816-750x1000.jpg,SEVEN LAYERED CHOKER WITH INTRICATE FLORAL MOTIF,,Necklaces,49450 INR,39560 INR,,
172,ER296,SEVEN LAYERED FLORAL DANGLERS,https://poeticajewels.com/seven-layered-floral-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER296/645A8073-750x1000.jpg,SEVEN LAYERED FLORAL DANGLERS,,Earrings,9950 INR,,,
152,NP291,SILVER BEADED NECKLACE WITH MAROON STRING,https://poeticajewels.com/silver-beaded-necklace-with-maroon-string,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Necklaces/NP291/645A4875-750x1000.jpg,SILVER BEADED NECKLACE WITH MAROON STRING,,Necklaces,11950 INR,,,
191,ER533,SWINGING MOON DANGLERS,https://poeticajewels.com/swinging-moon-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER533/645A4326-750x1000.jpg,SWINGING MOON DANGLERS,,Earrings,12450 INR,,,
183,ER524,THREE SILVER DROP EARRINGS,https://poeticajewels.com/three-silver-drop-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER524/645A7799-750x1000.jpg,THREE SILVER DROP EARRINGS,,Earrings,4950 INR,,,
147,NP300,TRADITIONAL SILVER NECKLACE STUDDED WITH PEARLS,https://poeticajewels.com/traditional-silver-necklace-studded-with-pearls,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Necklaces/NP300/645A0863-750x1000.jpg,TRADITIONAL SILVER NECKLACE STUDDED WITH PEARLS,,Necklaces,14450 INR,,,
171,NP508,TURQUOISE CHOKER,https://poeticajewels.com/turquoise-choker,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Necklaces/NP508/645A4769-750x1000.jpg,TURQUOISE CHOKER,,Necklaces,24450 INR,,,
158,NP301,VENKATASHWARA NECKLACE,https://poeticajewels.com/venkatashwara-necklace,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Necklaces/NP301/645A8001_2-750x1000.jpg,VENKATASHWARA NECKLACE,,Necklaces,49450 INR,,,
127,ER 531,AMBIYAN DANGLERS IN DUAL TONE,https://poeticajewels.com/ambiyan-danglers-in-dual-tone,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20531%20(Ambiyan%20Danglers%20in%20Dual%20Tone)/645A4503-750x1000.jpg,P AMBIYAN DANGLERS UN DUAL TONE,<p>Sterling Silver with Dual Tone 1.0 Micron gold plating<br></p>,Earrings,11450 INR,,,
135,NP489,AMBIYAN NECKLACE WITH INTRICATE CENTERPIECE,https://poeticajewels.com/ambiyan-necklace-with-intricate-centerpiece,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP489/645A8170-750x1000.jpg,AMBIYAN NECKLACE WITH INTRICATE CENTERPIECE,This necklace is a piece of art with an intricately designed central flower and Ambiyan in a row  embedded with radiant mulicolour crystals. Ambiyan are associated with prosperity and purity  making it ideal for your glorious Bridal wear and on auspicious,Necklaces,79450 INR,,,
222,HP-18,AQUA SHINE,https://poeticajewels.com/aqua-shine,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/AQUA%20SHINE/0N8A0781-750x1000.jpg,AQUA SHINE,,Earrings,5950 INR,,,
256,ER-572,BIG FUN HOOPS,https://poeticajewels.com/big-fun-hoops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BIG%20FUN%20HOOPS/2E9A8858-750x1000.JPG,BIG FUN HOOPS,,Earrings,2950 INR,,,
201,ER030,BIG HOOP EARRINGS,https://poeticajewels.com/big-hoop-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER030/P1_2-750x1000.jpg,BIG HOOP EARRINGS,,Earrings,3450 INR,,,
283,ER548,BIG SPIRAL HOOPS,https://poeticajewels.com/big-spiral-hoops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BIG%20SPIRAL%20HOOPS/2E9A8864-750x1000.JPG,BIG SPIRAL HOOPS,,Earrings,920 INR,,,
130,ER543,BLOOMING FLOWER AND MOON DANGLERS,https://poeticajewels.com/blooming-flower-and-moon-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20543%20(Blooming%20Flower%20and%20Moon%20Danglers)/645A4321-750x1000.jpg,BLOOMING FLOWER AND MOON DANGLERS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,9450 INR,,,
207,HP-02,BLOOMING RUBIES,https://poeticajewels.com/blooming-rubies,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BLOOMING%20RUBIES/0N8A0559-750x1000.jpg,BLOOMING RUBIES,,Rings,7950 INR,,,
233,HP-28,BLUE DROPS,https://poeticajewels.com/blue-drops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BLUE%20DROPS/0N8A0604-750x1000.jpg,BLUE DROPS,,Earrings,2490 INR,,,
124,ER516,BLUE EARRINGS WITH PEARLS,https://poeticajewels.com/blue-earrings-with-pearls,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20516%20(Blue%20Earrings%20with%20Pearls)/645A4361-750x1000.jpg,BLUE EARRINGS WITH PEARLS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,6950 INR,,,
223,HP-19,BLUE MOON DROPS,https://poeticajewels.com/blue-moon-drops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BLUE%20MOON%20DROPS/0N8A0774-750x1000.jpg,BLUE MOON DROPS,,Earrings,2490 INR,,,
204,ER089,BLUE PLANET EARRINGS,https://poeticajewels.com/blue-planet-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER089/P4_1-750x1000.jpg,BLUE PLANET EARRINGS,,Earrings,3950 INR,,,
257,ER567,BOSSY CAT DANGLERS,https://poeticajewels.com/bossy-cat-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/BOSSY%20CAT%20DANGLERS/2E9A8904-750x1000.JPG,BOSSY CAT DANGLERS,,Earrings,1250 INR,,,
258,ER566,CALMING PEARL STUDS,https://poeticajewels.com/calming-pearl-studs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/CALMING%20PEARL%20STUDS/2E9A8803-750x1000.JPG,CALMING PEARL STUDS,,Earrings,795 INR,,,
235,HP-29,CANDY DROPS,https://poeticajewels.com/candy-drops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/CANDY%20DROPS/0N8A0667-750x1000.jpg,CANDY DROPS,,Earrings,2950 INR,,,
145,NPER546,Chandrakalash Necklace Set,https://poeticajewels.com/chandrakalash-necklace-set,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NR%20+%20ER%20546/645A8238-750x1000.jpg,Chandrakalash Necklace Set,Shining as bright as the stars in the night sky  be ready to add shimmer to your glamorous dress for a festive look or any auspicious occasion. The finely crafted set of necklace and paired earrings with creamy pearls  green onyx and glass crystals will r,Necklaces,44450 INR,,,
259,ER565,CHARMING DROP STUDS,https://poeticajewels.com/charming-drop-studs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/CHARMING%20DROP%20STUDS/2E9A8869-750x1000.JPG,CHARMING DROP STUDS,,Earrings,1490 INR,,,
139,NP494,CHOKER WITH GLASSWORK CENTERPIECE,https://poeticajewels.com/choker-with-glasswork-centrpiece,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP494/645A8205-750x1000.jpg,CHOKER WITH GLASSWORK CENTERPIECE,Be ready to be in the centre of limelight of any party or occasion  as this glittering choker with intricate work is bound to put the focus on you.,Necklaces,23450 INR,,,
137,NP492,CHOKER WITH MANGO LEAF AND KALASH MOTIFS,https://poeticajewels.com/choker-with-mango-leaf-and-kalash-motifs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP492/645A4695-750x1000.jpg,CHOKER WITH MANGO LEAF AND KALASH MOTIFS,This delicate choker with interwoven Mango leaf and Kalash motifs symbolizing purity and prosperity would get you through the busy day on any auspicious occasion.,Necklaces,18450 INR,,,
136,NP491,CHOKER WITH MULTI COLOUR FLOWERS AND HOOPS,https://poeticajewels.com/choker-with-multi-colour-flowers-and-hoops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP491/645A4676-750x1000.jpg,CHOKER WITH MULTI COLOUR FLOWERS AND HOOPS,This classy neckpiece with beautifully crafted multi colour flowers interwoven with hoops of glorious red crystals and milky pearls is a statement piece to grace on any auspicious occasion.,Necklaces,28450 INR,,,
140,NP495,CHOKER WITH STARRY GLASSWORK,https://poeticajewels.com/choker-with-starry-glasswork,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP495/645A4625-750x1000.jpg,CHOKER WITH STARRY GLASSWORK,Shining as bright as the stars in the night sky  be ready to add shimmer to your glamorous dress for a cocktail party or any auspicious occasion. The finely crafted glasswork with creamy pearls  will reflect the  light and add a glow to the glorious you.,Necklaces,29450 INR,,,
260,ER568,CHUNKY BOLD HOOPS,https://poeticajewels.com/chunky-bold-hoops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/CHUNKY%20BOLD%20HOOPS/2E9A8860-750x1000.JPG,CHUNKY BOLD HOOPS,,Earrings,2950 INR,,,
261,ER554,CHUNKY HOOPS WITH RING,https://poeticajewels.com/chunky-hoops-with-ring,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/CHUNKY%20HOOPS%20WITH%20RING/2E9A8944-750x1000.JPG,CHUNKY HOOPS WITH RING,,Earrings,990 INR,,,
125,ER 518,CRESCENT DANGLERS WITH PEARLS,https://poeticajewels.com/crescent-danglers-with-pearls,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20518%20(Crescent%20Danglers%20with%20Pearls)/645A4539-750x1000.jpg,CRESCENT DANGLERS WITH PEARLS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,9950 INR,,,
210,HP-05,DAINTY DIVA,https://poeticajewels.com/dainty-diva,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/DAINTY%20DIVA/0N8A0712-750x1000.jpg,DAINTY DIVA,,Earrings,3250 INR,,,
120,ER511,DANCING PEACOCK EARRINGS,https://poeticajewels.com/dancing-peacock-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20511%20(Peacock%20Pearl%20Earrings)/645A4426-750x1000.jpg,DANCING PEACOCK EARRINGS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,7950 INR,,,
121,ER512,DANGLERS WITH FLOWER,https://poeticajewels.com/danglers-with-flower,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20512%20(Danglers%20with%20Flower)/645A4351-750x1000.jpg,P DANGLERS WITH FLOWER,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,9950 INR,,,
262,ER563,DEW DROP STUDS,https://poeticajewels.com/dew-drop-studs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/DEW%20DROP%20STUDS/2E9A8941-750x1000.JPG,DEW DROP STUDS,,Earrings,990 INR,,,
132,NP120,DOUBLE LAYERED MULTISTONE CHAIN NECKLACE,https://poeticajewels.com/double-layered-multistone-chain-necklace,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP120/645A4790-750x1000.jpg,DOUBLE LAYERED MULTISTONE CHAIN NECKLACE,You are the Sun  the Moon and all the shining Stars. This necklace with multi stones would add to your magnetic charm. It is a perfect choice for your party wear to add sparkle to your Indian or western dress.,Necklaces,19450 INR,,,
237,HP-30,DROPS OF LAVENDER,https://poeticajewels.com/drops-of-lavender,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/DROPS%20OF%20LAVENDER/0N8A0696-750x1000.jpg,DROPS OF LAVENDER,,Rings,3490 INR,,,
238,HP-31,EARTHY VIBES,https://poeticajewels.com/EARTHY%20VIBES,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/EARTHY%20VIBES/0N8A0706-750x1000.jpg,EARTHY VIBES,,Rings,3990 INR,,,
263,ER573,ELEGANT PEARL AND CRYSTAL STUDS,https://poeticajewels.com/elegant-pearl-and-crystal-studs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/ELEGANT%20PEARL%20AND%20CRYSTAL%20STUDS/2E9A8952-750x1000.JPG,ELEGANT PEARL AND CRYSTAL STUDS,,Earrings,1950 INR,,,
134,NP313,ETHNIC SILVER NECKLACE STUDDED WITH GREEN ONYX AND SILVER BEADS,https://poeticajewels.com/ethnic-silver-necklace-studded-with-green-onyx-and-silver-beads,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP313/645A4871-750x1000.jpg,ETHNIC SILVER NECKLACE STUDDED WITH GREEN ONYX AND SILVER BEADS,This ethnic Silver Necklace studded with Green Onyx and Silver beads is delicate yet bold and defines gracefulness.,Necklaces,18450 INR,,,
133,NP283,ETHNIC SILVER STUDDED WITH PEARLS AND TURQUOISE BEADS,https://poeticajewels.com/ethnic-silver-necklace-studded-with-pearls-and-turqouise-beads,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP283/645A4843-750x1000.jpg,ETHNIC SILVER STUDDED WITH PEARLS AND TURQUOISE BEADS,Make a bold statement with this perfect beaded necklace. The intricate placement of turqouise beads and pearls brings out feminine grace and is a perfect combination of ethnic and modern design.,Necklaces,29450 INR,,,
224,HP-20,FLORAL ART,https://poeticajewels.com/floral-art,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/FLORAL%20ART/0N8A0756-750x1000.jpg,FLORAL ART,,Earrings,2990 INR,,,
226,HP-22,FLORAL ART (RED),https://poeticajewels.com/floral-art-red,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/FLORAL%20ART%20(RED)/0N8A0747-750x1000.jpg,FLORAL ART (RED),,Earrings,2990 INR,,,
214,HP-11,GARDEN OF RUBIES,https://poeticajewels.com/garden-of-rubies,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/GARDEN%20OF%20RUBIES/0N8A0524-750x1000.jpg,GARDEN OF RUBIES,,Rings,29950 INR,23960 INR,,
138,NP493,GLITTERING NECKLACE WITH PEARLS AND RED BEADS,https://poeticajewels.com/glittering-necklace-with-pearls-and-red-beads,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP493/645A4658-750x1000.jpg,GLITTERING NECKLACE WITH PEARLS AND RED BEADS,This glittering necklace with glorious red beads and creamy pearls is a perfect addition to your glamorous evening dress to get you ready for a cocktail party or any auspicious occasion.,Necklaces,23450 INR,,,
264,ER561,GLITTERY DROP STUDS,https://poeticajewels.com/glittery-drop-studs,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/GLITTERY%20DROP%20STUDS/2E9A8889-750x1000.JPG,GLITTERY DROP STUDS,,Earrings,990 INR,,,
231,HP-27,GLOWING FLOWERS,https://poeticajewels.com/glowing-flowers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/GLOWING%20FLOWERS/0N8A0553-750x1000.jpg,GLOWING FLOWERS,,Rings,5990 INR,,,
265,ER556,GLOWING HEART DANGLERS,https://poeticajewels.com/glowing-heart-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/GLOWING%20HEART%20DANGLERS/2E9A8913-750x1000.JPG,GLOWING HEART DANGLERS,,Earrings,1090 INR,,,
142,NP497,GOLD PLATED CHOKER WITH CRYSTALS AND GOLDEN BEADS,https://poeticajewels.com/gold-plated-choker-with-crystals-and-golden-beads,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP497/645A4616-750x1000.jpg,GOLD PLATED CHOKER WITH CRYSTALS AND GOLDEN BEADS,The intricate weaving of golden beads and glorious red crystals makes you glow with its sheen. This light and comfortable choker necklace puts the spotlight on you in every party.,Necklaces,37450 INR,,,
143,NP498,GOLD PLATED CHOKER WITH PEARLS  GLASS AND MEENAKARI,https://poeticajewels.com/gold-plated-choker-with-pearls-glass-and-meenakari,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP498/645A4613-750x1000.jpg,GOLD PLATED CHOKER WITH PEARLS  GLASS AND MEENAKARI,This modern and chic choker set with pearls  glass and enamel is your style statement when you enter a party. The elegant pearls in a row complement your grace and charm.,Necklaces,27450 INR,,,
119,ER510,GREEN MOON AND PEARLS EARRINGS,https://poeticajewels.com/green-moon-and-pearls-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20510%20(Green%20Moon%20and%20Pearls%20Earrings)/645A4451-750x1000.jpg,GREEN MOON AND PEARLS EARRINGS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,8950 INR,,,
129,ER542,GREEN MOON DANGLERS,https://poeticajewels.com/green-moon-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20542%20(Green%20Moon%20Danglers)/645A4406-750x1000.jpg,P GREEN MOON DANGLERS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,7450 INR,,,
229,HP-25,HONEY DROPS,https://poeticajewels.com/honey-drops,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/HONEY%20DROPS/0N8A0631-750x1000.jpg,HONEY DROPS,,Earrings,1790 INR,,,
266,ER571,HOOP AND DANGLER DUO,https://poeticajewels.com/hoop-and-dangler-duo,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/HOOP%20AND%20DANGLER%20DUO/2E9A8827-750x1000.JPG,HOOP AND DANGLER DUO,,Earrings,880 INR,,,
128,ER535,INTRICATE FLORAL WORK JHUMKI,https://poeticajewels.com/intricate-floral-work-jhumki,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20535%20(Intricate%20Floral%20work%20Jhumki)/645A8178-750x1000.jpg,INTRICATE FLORAL WORK JHUMKI,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,22450 INR,,,
141,NP496,KRISHNALEELA CHOKER,https://poeticajewels.com/krishnaleela-choker,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP496/645A4640-750x1000.jpg,KRISHNALEELA CHOKER,A picture speaks a thousand words and so does this Krishnaleela Choker. Krishna is considered an epitome of love  compassion and wisdom. You make a statement with this Krishnaleela Choker when you arrive at any party or an auspicious gathering . People ca,Necklaces,49450 INR,,,
202,ER082,LABORITE STUDDED RECTANGULAR EARRINGS,https://poeticajewels.com/laborite-studded-rectangular-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER082/P2_3-750x1000.jpg,LABORITE STUDDED RECTANGULAR EARRINGS,,Earrings,6450 INR,,,
236,HP-29,LAVENDER BUDS,https://poeticajewels.com/lavender-buds,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/LAVENDER%20BUDS/0N8A0670-750x1000.jpg,LAVENDER BUDS,,Earrings,2950 INR,,,
230,HP-26,LAVENDER GLORY,https://poeticajewels.com/lavender-glory,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/LAVENDER%20GLORY/0N8A0542-750x1000.jpg,LAVENDER GLORY,,,9990 INR,,,
203,ER087,LONG DROP EARRINGS WITH ROW OF PEARLS,https://poeticajewels.com/long-drop-earrings-with-row-of-pearls,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER087/645A0383-1125-750x1000.jpg,LONG DROP EARRINGS WITH ROW OF PEARLS,,Earrings,3450 INR,,,
122,ER513,LUMINOUS BLUE MOON EARRINGS,https://poeticajewels.com/luminous-blue-moon-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20513%20(Luminous%20Blue%20Moon%20Earrings)/645A4528-750x1000.jpg,LUMINOUS BLUE MOON EARRINGS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,7450 INR,,,
126,ER520,MOON SHAPED DANGLERS WITH FLOWER,https://poeticajewels.com/moon-shaped-danglers-with-flower,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20520%20(Moon%20Shaped%20danglers%20with%20Flower)/645A4414-750x1000.jpg,MOON SHAPED DANGLERS WITH FLOWER,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,11450 INR,,,
228,HP-24,NIGHT STARS,https://poeticajewels.com/night-stars,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/NIGHT%20STARS/0N8A0642-750x1000.jpg,NIGHT STARS,,Earrings,2950 INR,,,
234,HP-28,ORANGE BLOSSOMS,https://poeticajewels.com/orange-blossoms,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/ORANGE%20BLOSSOMS/0N8A0609-750x1000.jpg,ORANGE BLOSSOMS,,Earrings,2490 INR,,,
267,ER574,PAW PRINT DANGLERS,https://poeticajewels.com/paw-print-danglers,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Happiness%20Collection/PAW%20PRINT%20DANGLERS/2E9A8911-750x1000.JPG,PAW PRINT DANGLERS,,Earrings,1220 INR,,,
118,ER509,PEACOCK PEARL EARRINGS,https://poeticajewels.com/peacock-pearl-earrings,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/products/Earrings/ER%20509%20(Peacock%20Pearl%20Earrings)/645A4389-750x1000.jpg,PEACOCK PEARL EARRINGS,<p>1.0 Micron Gold plated Sterling Silver<br></p>,Earrings,12450 INR,,,
144,NP500,PEACOCK PEARL NECKLACE,https://poeticajewels.com/peacock-pearl-necklace,https://poeticajewels.com/https://poeticajewels.com/image/cache/catalog/newnacklaces/NP500/645A4760-750x1000.jpg,PEACOCK PEARL NECKLACE,The Peacock symbolises royalty  honour and majestic beauty. This long pearl necklace is reflective of your outer as well as inner beauty. Be ready to accept the complements coming your way when you enter a party or a get together with friends and family,Necklaces,21450 INR,,,
